order_date,product_id,LocationKey,ship_date,order_priority,ship_mode,customer_name,segment,sales,quantity,discount,profit,shipping_cost
7/02/2011,OFF-LA-10001672,174,13/02/2011,Medium,Standard Class,Duane Benoit,Consumer,67,6,0%,7.92,5.99
15/02/2011,OFF-BOS-10002340,200,20/02/2011,Medium,Standard Class,Trudy Brown,Consumer,158,6,0%,64.8,10.16
1/03/2011,TEC-LOG-10003896,230,5/03/2011,Medium,Standard Class,Ruben Dartt,Consumer,1471,6,0%,264.6,146.55
1/03/2011,OFF-FEL-10002867,230,5/03/2011,Medium,Standard Class,Ruben Dartt,Consumer,1244,6,0%,211.5,60.78
1/03/2011,OFF-ELD-10002578,230,5/03/2011,Medium,Standard Class,Ruben Dartt,Consumer,62,6,0%,17.82,3.73
12/03/2011,OFF-PA-10004573,264,17/03/2011,Medium,Standard Class,Carlos Daly,Consumer,94,6,0%,30.96,9.26
17/03/2011,OFF-BI-10000136,277,24/03/2011,Medium,Standard Class,Bradley Nguyen,Consumer,36,6,0%,17.2224,3.06
17/03/2011,OFF-AR-10003829,277,24/03/2011,Medium,Standard Class,Bradley Nguyen,Consumer,20,6,0%,5.7072,0.9
25/03/2011,OFF-AR-10000034,38,30/03/2011,Medium,Standard Class,Christina Anderson,Consumer,25,6,0%,9.9216,2.03
11/04/2011,TEC-AC-10003399,335,18/04/2011,Medium,Standard Class,Michelle Moray,Consumer,217,6,0%,91.3248,18.32
21/04/2011,OFF-BI-10000620,90,26/04/2011,Medium,Standard Class,Joy Smith,Consumer,39,6,0%,9.9,3.36
26/04/2011,OFF-ST-10000020,9,30/04/2011,Medium,Standard Class,Ted Trevino,Consumer,159,6,0%,64.98,9.62
6/05/2011,OFF-BI-10002446,215,10/05/2011,Medium,Standard Class,Magdelene Morse,Consumer,78,6,0%,14.76,4.67
10/05/2011,OFF-TEN-10000794,171,14/05/2011,Medium,Standard Class,Resi Pölking,Consumer,322,6,0%,38.52,28.26
10/05/2011,OFF-SU-10004737,38,15/05/2011,Medium,Standard Class,Greg Matthias,Consumer,41,6,0%,11.0808,1.8
27/05/2011,OFF-FA-10004734,350,31/05/2011,Medium,Standard Class,Lisa Hazard,Consumer,100,6,0%,32.76,7.79
27/05/2011,OFF-PA-10000745,78,2/06/2011,Medium,Standard Class,Roy Collins,Consumer,67,6,0%,19.44,3.38
2/06/2011,TEC-AC-10001754,86,8/06/2011,Medium,Standard Class,Caroline Jumper,Consumer,450,6,0%,184.32,42.57
8/06/2011,OFF-ST-10003470,155,13/06/2011,Medium,Standard Class,Rick Duston,Consumer,1677,6,0%,83.844,85.79
24/06/2011,TEC-SAM-10004384,249,29/06/2011,Medium,Standard Class,John Huston,Consumer,392,6,0%,113.58,19.4
11/07/2011,OFF-PA-10002382,70,16/07/2011,Medium,Standard Class,Chuck Magee,Consumer,112,6,0%,14.52,5.86
1/08/2011,OFF-STI-10002716,531,7/08/2011,Medium,Standard Class,Lena Cacioppo,Consumer,196,6,0%,90,9.99
4/08/2011,FUR-IKE-10003682,449,9/08/2011,Medium,Standard Class,Ritsa Hightower,Consumer,735,6,0%,29.34,69.66
24/08/2011,OFF-BOS-10002340,200,29/08/2011,Medium,Standard Class,Eric Barreto,Consumer,158,6,0%,64.8,14.36
30/08/2011,OFF-ST-10001818,9,6/09/2011,Medium,Standard Class,Dan Lawera,Consumer,291,6,0%,37.8,20.33
31/08/2011,OFF-AR-10000176,109,4/09/2011,Medium,Standard Class,Doug O'Connell,Consumer,114,6,0%,40.86,6.76
2/09/2011,OFF-FA-10004664,245,6/09/2011,Medium,Standard Class,William Brown,Consumer,87,6,0%,32.76,3.87
5/09/2011,OFF-EN-10003630,28,11/09/2011,Medium,Standard Class,Karl Braun,Consumer,104,6,0%,28.08,7.37
6/09/2011,FUR-BO-10000035,174,13/09/2011,Medium,Standard Class,Matt Collins,Consumer,2473,6,0%,1038.42,13.25
15/09/2011,OFF-SU-10001407,146,20/09/2011,Medium,Standard Class,Nathan Cano,Consumer,264,6,0%,60.48,22
15/09/2011,OFF-LA-10004114,205,20/09/2011,Medium,Standard Class,Max Engle,Consumer,54,6,0%,15.48,2.09
17/09/2011,OFF-EN-10004462,174,21/09/2011,Medium,Standard Class,Philip Brown,Consumer,127,6,0%,23.94,11.42
27/09/2011,FUR-BO-10003887,215,3/10/2011,Medium,Standard Class,William Brown,Consumer,1022,6,0%,40.86,60.19
3/10/2011,OFF-LA-10002490,580,9/10/2011,Medium,Standard Class,Arthur Gainer,Consumer,39,6,0%,0.36,1.98
19/10/2011,OFF-BI-10004145,336,23/10/2011,Medium,Standard Class,Juliana Krohn,Consumer,18,6,0%,7.32,0.49
26/10/2011,FUR-TEN-10000525,478,30/10/2011,Medium,Standard Class,Bart Folk,Consumer,302,6,0%,75.24,17.63
29/10/2011,OFF-FA-10004257,109,3/11/2011,Medium,Standard Class,Logan Currie,Consumer,117,6,0%,46.8,3.49
1/11/2011,OFF-AVE-10004556,463,7/11/2011,Medium,Standard Class,Sarah Jordon,Consumer,29,6,0%,12.24,3.24
1/11/2011,FUR-FU-10003142,155,5/11/2011,Medium,Standard Class,Daniel Lacy,Consumer,32,6,0%,9.8208,1.9
3/11/2011,OFF-LA-10002086,122,9/11/2011,Medium,Standard Class,Tracy Blumstein,Consumer,71,6,0%,14.04,5.72
4/11/2011,FUR-BO-10000265,9,9/11/2011,Medium,Standard Class,Paul MacIntyre,Consumer,1036,6,0%,320.94,91.87
4/11/2011,OFF-FIS-10002703,150,8/11/2011,Medium,Standard Class,Gary McGarr,Consumer,168,6,0%,68.58,10.45
6/11/2011,OFF-PA-10000587,41,11/11/2011,Medium,Standard Class,George Ashbrook,Consumer,44,6,0%,20.9664,2.45
7/11/2011,OFF-AP-10001293,167,12/11/2011,Medium,Standard Class,Maribeth Schnelling,Consumer,246,6,0%,68.8464,12.37
11/11/2011,TEC-PH-10004057,276,18/11/2011,Medium,Standard Class,Neola Schneider,Consumer,2582,6,0%,516.36,214.88
11/11/2011,OFF-ST-10004186,167,18/11/2011,Medium,Standard Class,Pete Kriz,Consumer,666,6,0%,13.3176,50.69
23/11/2011,OFF-HOO-10003338,150,29/11/2011,Medium,Standard Class,Kean Takahito,Consumer,583,6,0%,215.64,21.14
25/11/2011,TEC-AC-10002568,32,30/11/2011,Medium,Standard Class,Jeremy Ellison,Consumer,353,6,0%,158.76,18.12
30/11/2011,TEC-PH-10002647,40,6/12/2011,Medium,Standard Class,Kunst Miller,Consumer,293,6,0%,67.32,21.66
2/12/2011,TEC-CO-10004813,267,7/12/2011,Medium,Standard Class,Xylona Preis,Consumer,890,6,0%,355.86,38.32
20/12/2011,OFF-SU-10003951,9,26/12/2011,Medium,Standard Class,Bobby Trafton,Consumer,292,6,0%,17.46,26.79
21/12/2011,OFF-KLE-10003497,79,27/12/2011,Medium,Standard Class,Craig Carroll,Consumer,204,6,0%,32.58,3.13
21/12/2011,OFF-LA-10004409,68,25/12/2011,Medium,Standard Class,John Castell,Consumer,17,6,0%,7.9488,0.89
24/12/2011,OFF-EN-10003850,237,28/12/2011,Medium,Standard Class,Ken Lonsdale,Consumer,49,6,0%,24,4.86
26/12/2011,OFF-ST-10000563,155,1/01/2012,Medium,Standard Class,Tracy Blumstein,Consumer,192,6,0%,19.188,18.42
28/12/2011,OFF-GRE-10000216,751,2/01/2012,Medium,Standard Class,Sarah Brown,Consumer,187,6,0%,20.52,13.01
29/12/2011,OFF-LA-10003923,38,3/01/2012,Medium,Standard Class,Arianne Irving,Consumer,89,6,0%,44.4,7.9
3/01/2012,OFF-JIF-10004616,514,8/01/2012,Medium,Standard Class,Tom Prescott,Consumer,170,6,0%,83.52,12.72
6/01/2012,OFF-ADV-10000177,507,12/01/2012,Medium,Standard Class,Ivan Liston,Consumer,66,6,0%,27,3.37
9/01/2012,FUR-BO-10004119,314,15/01/2012,Medium,Standard Class,Janet Lee,Consumer,1022,6,0%,61.2,61.46
16/01/2012,TEC-OKI-10003050,310,22/01/2012,Medium,Standard Class,Frank Olsen,Consumer,1045,6,0%,355.32,42.92
19/01/2012,OFF-PA-10002862,151,25/01/2012,Medium,Standard Class,Joni Blumstein,Consumer,142,6,0%,32.58,7.25
24/01/2012,OFF-SU-10003211,350,28/01/2012,Medium,Standard Class,Giulietta Baptist,Consumer,97,6,0%,28.98,6.38
24/01/2012,OFF-AR-10001228,350,28/01/2012,Medium,Standard Class,Giulietta Baptist,Consumer,152,6,0%,50.22,4.47
2/02/2012,OFF-ST-10003150,377,8/02/2012,Medium,Standard Class,Seth Vernon,Consumer,1185,6,0%,130.32,77.19
2/02/2012,OFF-ST-10002834,377,8/02/2012,Medium,Standard Class,Seth Vernon,Consumer,773,6,0%,162.36,15.54
14/02/2012,TEC-PH-10003011,336,21/02/2012,Medium,Standard Class,Troy Staebel,Consumer,733,6,0%,227.28,56.5
12/03/2012,OFF-FA-10002759,109,18/03/2012,Medium,Standard Class,Aaron Bergman,Consumer,115,6,0%,25.38,5.9
18/04/2012,FUR-BO-10000728,86,25/04/2012,Medium,Standard Class,Darren Powers,Consumer,1657,6,0%,364.44,107.34
18/04/2012,OFF-LA-10002762,127,22/04/2012,Medium,Standard Class,Darren Powers,Consumer,75,6,0%,35.3346,7.07
18/04/2012,OFF-BI-10004410,127,22/04/2012,Medium,Standard Class,Darren Powers,Consumer,38,6,0%,17.9634,3.47
25/04/2012,OFF-EN-10003529,336,30/04/2012,Medium,Standard Class,Larry Hughes,Consumer,105,6,0%,3.12,7.27
4/05/2012,OFF-GLO-10003463,385,8/05/2012,Medium,Standard Class,Jamie Frazer,Consumer,143,6,0%,17.1,9.21
9/05/2012,OFF-EN-10000114,124,14/05/2012,Medium,Standard Class,Sean O'Donnell,Consumer,68,6,0%,1.26,6.12
10/05/2012,FUR-BO-10004423,796,16/05/2012,Medium,Standard Class,Kelly Collister,Consumer,498,6,0%,238.8,28
12/05/2012,OFF-PA-10004239,38,16/05/2012,Medium,Standard Class,Cindy Stewart,Consumer,26,6,0%,11.556,0.58
16/05/2012,OFF-PA-10002360,102,21/05/2012,Medium,Standard Class,Maria Bertelson,Consumer,136,6,0%,2.64,8.76
18/05/2012,OFF-LA-10002088,367,23/05/2012,Medium,Standard Class,Craig Reiter,Consumer,38,6,0%,17.64,2.5
23/05/2012,OFF-AR-10001190,580,28/05/2012,Medium,Standard Class,Rob Beeghly,Consumer,323,6,0%,74.34,20.95
23/05/2012,OFF-CAR-10002942,802,29/05/2012,Medium,Standard Class,Jason Fortune-,Consumer,175,6,0%,50.58,8.1
1/06/2012,OFF-BI-10004224,108,5/06/2012,Medium,Standard Class,Ashley Jarboe,Consumer,404,6,0%,181.656,30.53
11/06/2012,TEC-AC-10003038,75,16/06/2012,Medium,Standard Class,Brian Dahlen,Consumer,54,6,0%,10.203,1.75
12/06/2012,OFF-STO-10004779,819,18/06/2012,Medium,Standard Class,Mark Hamilton,Consumer,86,6,0%,18,9.39
13/06/2012,OFF-FA-10004533,40,17/06/2012,Medium,Standard Class,Clay Ludtke,Consumer,44,6,0%,20.52,2.82
20/06/2012,OFF-AR-10001462,165,25/06/2012,Medium,Standard Class,Christopher Conant,Consumer,96,6,0%,35.28,7.76
4/07/2012,OFF-ST-10003147,9,10/07/2012,Medium,Standard Class,Scot Wooten,Consumer,99,6,0%,24.66,8.35
7/07/2012,OFF-PA-10001944,708,12/07/2012,Medium,Standard Class,Olvera Toch,Consumer,179,6,0%,14.22,11.09
9/07/2012,OFF-BI-10001634,343,14/07/2012,Medium,Standard Class,Brian Thompson,Consumer,44,6,0%,21.4032,3.98
11/07/2012,OFF-LA-10003233,166,15/07/2012,Medium,Standard Class,Naresj Patel,Consumer,63,6,0%,11.88,5.94
26/07/2012,FUR-SAF-10004173,52,31/07/2012,Medium,Standard Class,Bart Folk,Consumer,897,6,0%,161.28,61.89
3/08/2012,OFF-FA-10002017,46,7/08/2012,Medium,Standard Class,Luke Foster,Consumer,66,6,0%,25.56,7.85
13/08/2012,FUR-NOV-10003195,568,18/08/2012,Medium,Standard Class,Sarah Foster,Consumer,338,6,0%,101.34,23.79
20/08/2012,OFF-BIN-10003327,304,26/08/2012,Medium,Standard Class,Naresj Patel,Consumer,145,6,0%,27.36,13.99
1/09/2012,OFF-AR-10000727,9,8/09/2012,Medium,Standard Class,Tom Boeckenhauer,Consumer,298,6,0%,71.46,28.29
3/09/2012,FUR-SAF-10000678,808,7/09/2012,Medium,Standard Class,Mark Hamilton,Consumer,1196,6,0%,143.46,13.68
14/09/2012,OFF-AP-10004958,54,19/09/2012,Medium,Standard Class,Lynn Smith,Consumer,2278,6,0%,751.8,138.71
14/09/2012,OFF-ST-10000585,155,18/09/2012,Medium,Standard Class,Craig Carroll,Consumer,991,6,0%,257.712,103.01
14/09/2012,OFF-BI-10003774,98,18/09/2012,Medium,Standard Class,Keith Herrera,Consumer,182,6,0%,83.52,16.86
17/09/2012,OFF-AR-10003651,109,23/09/2012,Medium,Standard Class,Tony Molinari,Consumer,163,6,0%,81.18,2.4
21/09/2012,TEC-CAN-10001853,484,25/09/2012,Medium,Standard Class,Sean Christensen,Consumer,1900,6,0%,227.88,152.36
21/09/2012,OFF-ST-10003123,172,27/09/2012,Medium,Standard Class,Chad Sievert,Consumer,200,6,0%,47.9376,20.56
24/09/2012,TEC-MA-10001279,486,30/09/2012,Medium,Standard Class,Nat Carroll,Consumer,302,6,0%,5.94,31.79
24/09/2012,FUR-CH-10001270,75,30/09/2012,Medium,Standard Class,Marc Crier,Consumer,518,6,0%,155.25,27.07
25/09/2012,FUR-HAR-10002546,510,1/10/2012,Medium,Standard Class,Natalie Fritzler,Consumer,417,6,0%,87.48,20.27
3/10/2012,OFF-PA-10003550,666,7/10/2012,Medium,Standard Class,Rob Lucas,Consumer,271,6,0%,40.5,5.19
9/10/2012,OFF-BIC-10002722,150,13/10/2012,Medium,Standard Class,Jack Garza,Consumer,105,6,0%,42.84,6.84
11/10/2012,OFF-FA-10000455,78,17/10/2012,Medium,Standard Class,Andrew Allen,Consumer,52,6,0%,19.08,3.52
16/10/2012,TEC-MA-10003084,160,22/10/2012,Medium,Standard Class,Ivan Liston,Consumer,720,6,0%,0,24.23
19/10/2012,FUR-FU-10001765,258,24/10/2012,Medium,Standard Class,Christine Sundaresam,Consumer,214,6,0%,19.2,10.49
23/10/2012,OFF-LA-10000151,453,29/10/2012,Medium,Standard Class,Kean Thornton,Consumer,25,6,0%,2.16,0.87
1/11/2012,OFF-BI-10003784,151,5/11/2012,Medium,Standard Class,Troy Blackwell,Consumer,62,6,0%,28.62,3.78
2/11/2012,FUR-FU-10004909,38,6/11/2012,Medium,Standard Class,Liz Thompson,Consumer,97,6,0%,33.936,4.26
6/11/2012,OFF-ST-10001025,9,12/11/2012,Medium,Standard Class,Joe Elijah,Consumer,325,6,0%,123.66,23.42
8/11/2012,OFF-BI-10004624,11,13/11/2012,Medium,Standard Class,Jennifer Halladay,Consumer,58,6,0%,3.96,2.99
9/11/2012,OFF-IBI-10004855,903,13/11/2012,Medium,Standard Class,Rob Haberlin,Consumer,44,6,0%,13.5,3.04
9/11/2012,OFF-AR-10004986,165,14/11/2012,Medium,Standard Class,Muhammed Lee,Consumer,87,6,0%,28.62,1.35
13/11/2012,FUR-TA-10000971,691,18/11/2012,Medium,Standard Class,Bruce Stewart,Consumer,1995,6,0%,638.46,141.56
13/11/2012,OFF-AR-10001813,316,17/11/2012,Medium,Standard Class,Evan Bailliet,Consumer,94,6,0%,34.68,3.23
14/11/2012,OFF-STA-10000054,52,20/11/2012,Medium,Standard Class,Dean Braden,Consumer,68,6,0%,5.94,4.75
16/11/2012,TEC-MA-10000982,109,22/11/2012,Medium,Standard Class,Barry Gonzalez,Consumer,1881,6,0%,300.78,96.74
16/11/2012,OFF-AR-10002824,86,20/11/2012,Medium,Standard Class,Thais Sissman,Consumer,106,6,0%,26.4,13.96
22/11/2012,OFF-BOS-10001511,200,28/11/2012,Medium,Standard Class,Maribeth Schnelling,Consumer,329,6,0%,59.22,38.17
27/11/2012,OFF-BI-10000346,339,1/12/2012,Medium,Standard Class,Dorothy Dickinson,Consumer,179,6,0%,71.64,6.1
3/12/2012,TEC-AC-10004043,473,7/12/2012,Medium,Standard Class,Luke Weiss,Consumer,187,6,0%,74.64,14.42
4/12/2012,FUR-FU-10004270,38,9/12/2012,Medium,Standard Class,Tracy Zic,Consumer,25,6,0%,9.0288,0.8
8/12/2012,OFF-BI-10004830,102,12/12/2012,Medium,Standard Class,Mark Hamilton,Consumer,33,6,0%,0,3.21
10/12/2012,OFF-CAR-10002942,802,17/12/2012,Medium,Standard Class,Beth Paige,Consumer,175,6,0%,50.58,12.98
10/12/2012,TEC-AC-10001553,41,16/12/2012,Medium,Standard Class,Khloe Miller,Consumer,102,6,0%,21.4074,3.23
12/12/2012,FUR-BO-10003206,189,18/12/2012,Medium,Standard Class,Maureen Gnade,Consumer,1176,6,0%,117.54,72.14
20/12/2012,OFF-CAR-10001577,519,25/12/2012,Medium,Standard Class,Sarah Foster,Consumer,299,6,0%,83.52,18.65
24/12/2012,TEC-PH-10000896,345,28/12/2012,Medium,Standard Class,Anemone Ratner,Consumer,912,6,0%,309.78,70.92
25/12/2012,FUR-BO-10001934,576,30/12/2012,Medium,Standard Class,Mitch Webber,Consumer,2183,6,0%,174.6,194.55
25/12/2012,OFF-FA-10000801,70,29/12/2012,Medium,Standard Class,Lisa Hazard,Consumer,56,6,0%,18.36,1.77
1/01/2013,FUR-BO-10004541,555,6/01/2013,Medium,Standard Class,Joe Elijah,Consumer,2190,6,0%,372.06,102.05
10/01/2013,OFF-ACC-10003713,490,14/01/2013,Medium,Standard Class,Nathan Gelder,Consumer,101,6,0%,30.24,4.02
18/01/2013,FUR-BO-10001555,339,23/01/2013,Medium,Standard Class,Irene Maddox,Consumer,741,6,0%,103.68,46.19
22/01/2013,OFF-FA-10003472,176,28/01/2013,Medium,Standard Class,Paul Gonzalez,Consumer,8,6,0%,0.3024,0.64
31/01/2013,OFF-BI-10001191,417,6/02/2013,Medium,Standard Class,Rick Hansen,Consumer,20,6,0%,5.28,1.15
6/02/2013,TEC-BRO-10000463,200,10/02/2013,Medium,Standard Class,Jill Fjeld,Consumer,1582,6,0%,680.4,58.42
7/02/2013,TEC-AC-10004813,377,14/02/2013,Medium,Standard Class,Shahid Hopkins,Consumer,489,6,0%,117.18,41.8
7/02/2013,OFF-ST-10004382,536,11/02/2013,Medium,Standard Class,Jonathan Howell,Consumer,142,6,0%,29.7,10.04
7/02/2013,OFF-BI-10004869,377,14/02/2013,Medium,Standard Class,Shahid Hopkins,Consumer,169,6,0%,81.18,7.2
11/02/2013,TEC-AC-10000890,316,17/02/2013,Medium,Standard Class,Joy Bell-,Consumer,1036,6,0%,352.08,57
12/02/2013,OFF-LA-10003973,42,16/02/2013,Medium,Standard Class,Russell Applegate,Consumer,60,6,0%,10.8,5.64
15/02/2013,TEC-AC-10004269,175,19/02/2013,Medium,Standard Class,Kelly Collister,Consumer,690,6,0%,0,48.21
27/02/2013,OFF-LA-10000334,686,4/03/2013,Medium,Standard Class,Sue Ann Reed,Consumer,45,6,0%,4.92,2.68
28/02/2013,OFF-FA-10004997,9,4/03/2013,Medium,Standard Class,Clay Ludtke,Consumer,85,6,0%,31.32,4.75
12/03/2013,FUR-FU-10000950,252,16/03/2013,Medium,Standard Class,Alan Barnes,Consumer,246,6,0%,34.38,19.92
14/03/2013,OFF-BRE-10003295,310,20/03/2013,Medium,Standard Class,Michael Nguyen,Consumer,1810,6,0%,162.9,100.37
19/03/2013,FUR-BO-10001739,115,23/03/2013,Medium,Standard Class,Melanie Seite,Consumer,1653,6,0%,297.48,139.51
23/03/2013,TEC-PH-10004772,179,29/03/2013,Medium,Standard Class,Nora Paige,Consumer,859,6,0%,42.84,63.89
23/03/2013,OFF-SU-10000102,179,29/03/2013,Medium,Standard Class,Nora Paige,Consumer,226,6,0%,13.5,12.96
26/03/2013,FUR-FU-10000918,282,31/03/2013,Medium,Standard Class,Trudy Brown,Consumer,312,6,0%,105.84,20.14
28/03/2013,TEC-CO-10003982,423,1/04/2013,Medium,Standard Class,Philip Fox,Consumer,761,6,0%,327.24,47.69
28/03/2013,OFF-AME-10001587,5,1/04/2013,Medium,Standard Class,Jeremy Pistek,Consumer,133,6,0%,61.2,7.18
5/04/2013,OFF-AR-10002447,28,10/04/2013,Medium,Standard Class,Erica Hackney,Consumer,286,6,0%,54.18,1.61
25/04/2013,OFF-BI-10000517,11,1/05/2013,Medium,Standard Class,Claire Gute,Consumer,67,6,0%,33.24,3.82
8/05/2013,OFF-EN-10004885,788,14/05/2013,Medium,Standard Class,Rose O'Brian,Consumer,271,6,0%,130.14,11.53
8/05/2013,OFF-EN-10002465,979,13/05/2013,Medium,Standard Class,Thea Hendricks,Consumer,123,6,0%,49.14,11.19
11/05/2013,OFF-AP-10004227,18,16/05/2013,Medium,Standard Class,Eva Jacobs,Consumer,1993,6,0%,498.24,185.4
13/05/2013,TEC-AC-10004518,38,17/05/2013,Medium,Standard Class,Vivian Mathis,Consumer,120,6,0%,46.8,8.96
21/05/2013,TEC-PH-10004800,596,26/05/2013,Medium,Standard Class,Ben Wallace,Consumer,447,6,0%,174.42,41.66
21/05/2013,OFF-FA-10001764,596,26/05/2013,Medium,Standard Class,Ben Wallace,Consumer,68,6,0%,3.24,7
23/05/2013,OFF-EN-10002973,176,28/05/2013,Medium,Standard Class,Art Ferguson,Consumer,27,6,0%,12.9024,2.55
24/05/2013,FUR-CH-10000602,421,28/05/2013,Medium,Standard Class,Chad McGuire,Consumer,2761,6,0%,110.34,209.38
24/05/2013,OFF-AR-10004454,221,29/05/2013,Medium,Standard Class,Michael Chen,Consumer,58,6,0%,1.68,3.42
28/05/2013,OFF-LA-10002107,536,1/06/2013,Medium,Standard Class,Susan MacKendrick,Consumer,61,6,0%,19.44,2.11
29/05/2013,OFF-AR-10003373,278,5/06/2013,Medium,Standard Class,Valerie Dominguez,Consumer,186,6,0%,50.1876,15.34
1/06/2013,TEC-PH-10003215,155,7/06/2013,Medium,Standard Class,Neoma Murray,Consumer,180,6,0%,88.053,8.87
4/06/2013,FUR-BO-10002324,115,8/06/2013,Medium,Standard Class,Rick Duston,Consumer,597,6,0%,203.04,43.45
4/06/2013,OFF-ST-10000496,11,8/06/2013,Medium,Standard Class,Paul Gonzalez,Consumer,89,6,0%,31.2,4.55
5/06/2013,TEC-MOT-10001196,600,9/06/2013,Medium,Standard Class,Bradley Nguyen,Consumer,1057,6,0%,274.86,60.43
5/06/2013,OFF-EN-10004580,77,10/06/2013,Medium,Standard Class,Adam Shillingsburg,Consumer,204,6,0%,18.24,22.14
5/06/2013,TEC-PH-10001917,11,9/06/2013,Medium,Standard Class,Christina Anderson,Consumer,524,6,0%,10.44,18.05
10/06/2013,TEC-CO-10003228,9,14/06/2013,Medium,Standard Class,Emily Grady,Consumer,1580,6,0%,31.5,92.01
11/06/2013,OFF-BOS-10001511,171,17/06/2013,Medium,Standard Class,Ken Lonsdale,Consumer,329,6,0%,59.22,18.91
12/06/2013,OFF-LA-10000448,388,17/06/2013,Medium,Standard Class,Lena Cacioppo,Consumer,34,6,0%,7.44,2.82
14/06/2013,OFF-EN-10001491,309,19/06/2013,Medium,Standard Class,Toby Ritter,Consumer,279,6,0%,55.62,20.91
19/06/2013,TEC-CIS-10003017,498,24/06/2013,Medium,Standard Class,Joel Eaton,Consumer,911,6,0%,227.7,101.88
26/06/2013,FUR-BO-10004842,132,1/07/2013,Medium,Standard Class,John Stevenson,Consumer,857,6,0%,291.24,49.12
26/06/2013,FUR-FU-10000628,132,1/07/2013,Medium,Standard Class,John Stevenson,Consumer,113,6,0%,49.68,8.24
28/06/2013,OFF-BI-10004553,202,4/07/2013,Medium,Standard Class,Kean Takahito,Consumer,80,6,0%,39.78,8.99
6/07/2013,OFF-IBI-10003541,564,10/07/2013,Medium,Standard Class,Harry Greene,Consumer,309,6,0%,27.72,14.74
19/07/2013,TEC-CAN-10002843,684,24/07/2013,Medium,Standard Class,Natalie DeCherney,Consumer,881,6,0%,96.84,47.53
20/07/2013,OFF-PA-10001033,278,26/07/2013,Medium,Standard Class,Joy Smith,Consumer,246,6,0%,120.5106,16.79
20/07/2013,FUR-FU-10001185,278,26/07/2013,Medium,Standard Class,Joy Smith,Consumer,186,6,0%,76.0878,16.14
22/07/2013,FUR-CH-10003941,11,26/07/2013,Medium,Standard Class,Joy Daniels,Consumer,1822,6,0%,400.8,178.77
22/07/2013,FUR-CH-10002209,435,26/07/2013,Medium,Standard Class,Sam Craven,Consumer,338,6,0%,94.5,18.91
27/07/2013,OFF-HON-10000172,52,1/08/2013,Medium,Standard Class,Sanjit Chand,Consumer,51,6,0%,19.26,4.66
31/07/2013,OFF-LA-10004538,336,4/08/2013,Medium,Standard Class,Muhammed Lee,Consumer,44,6,0%,16.56,3.5
2/08/2013,TEC-AC-10003047,40,8/08/2013,Medium,Standard Class,Eric Hoffmann,Consumer,327,6,0%,81.6,27.65
8/08/2013,FUR-HAR-10001792,409,12/08/2013,Medium,Standard Class,Larry Blacks,Consumer,370,6,0%,158.94,16.91
8/08/2013,OFF-ACC-10004182,507,15/08/2013,Medium,Standard Class,Alex Avila,Consumer,54,6,0%,11.7,4.02
12/08/2013,OFF-SU-10004435,252,18/08/2013,Medium,Standard Class,John Castell,Consumer,269,6,0%,91.26,12.53
12/08/2013,OFF-STO-10004841,31,17/08/2013,Medium,Standard Class,Harry Greene,Consumer,66,6,0%,25.56,2.59
13/08/2013,OFF-IBI-10003732,171,18/08/2013,Medium,Standard Class,Brian Derr,Consumer,51,6,0%,14.22,4.64
15/08/2013,OFF-SME-10001667,171,20/08/2013,Medium,Standard Class,Dave Brooks,Consumer,72,6,0%,2.88,5.19
20/08/2013,OFF-PA-10001708,20,24/08/2013,Medium,Standard Class,Vivek Sundaresam,Consumer,125,6,0%,26.16,9.25
22/08/2013,OFF-SU-10001698,207,26/08/2013,Medium,Standard Class,Tom Boeckenhauer,Consumer,212,6,0%,46.62,26.22
24/08/2013,OFF-PA-10002160,172,31/08/2013,Medium,Standard Class,Maxwell Schwartz,Consumer,35,6,0%,16.9932,3.21
27/08/2013,TEC-SAM-10000779,481,1/09/2013,Medium,Standard Class,Alex Avila,Consumer,837,6,0%,342.9,76.97
28/08/2013,OFF-ST-10002561,86,3/09/2013,Medium,Standard Class,Jill Matthias,Consumer,563,6,0%,22.44,16.71
1/09/2013,OFF-AR-10003031,102,5/09/2013,Medium,Standard Class,Doug Bickford,Consumer,60,6,0%,4.08,4.6
2/09/2013,TEC-AC-10001432,155,8/09/2013,Medium,Standard Class,Patrick Gardner,Consumer,469,6,0%,206.316,47.09
2/09/2013,OFF-PA-10000540,177,7/09/2013,Medium,Standard Class,Denise Leinenbach,Consumer,131,6,0%,31.32,6.34
3/09/2013,TEC-PH-10002867,11,9/09/2013,Medium,Standard Class,Debra Catini,Consumer,2617,6,0%,26.16,230.47
4/09/2013,OFF-GRE-10004054,513,10/09/2013,Medium,Standard Class,Joe Kamberova,Consumer,110,6,0%,39.6,10.67
5/09/2013,OFF-CAR-10004229,442,10/09/2013,Medium,Standard Class,Nora Paige,Consumer,44,6,0%,15.12,2.35
6/09/2013,OFF-ST-10002423,11,13/09/2013,Medium,Standard Class,Barry Gonzalez,Consumer,196,6,0%,60.6,12.51
6/09/2013,FUR-CH-10003512,885,11/09/2013,Medium,Standard Class,Russell D'Ascenzo,Consumer,289,6,0%,95.4,9.81
6/09/2013,OFF-SU-10000062,885,11/09/2013,Medium,Standard Class,Russell D'Ascenzo,Consumer,142,6,0%,2.7,6.29
